Disease,Location,Doctor,,
Typhoid,Vijayawada,https://www.medifee.com/,,
Typhoid,Vijayawada,https://www.practo.com/vijayawada/doctor/dr-didugu-venkateswara,,
Typhoid,Vijayawada,https://www.justdial.com/,,
Typhoid,Vijayawada,https://threebestrated.in/,,
hepatitis A,Vijayawada,https://www.practo.com/vijayawada/doctor/dr-ravi-shankar-tata-gastroenterologist?practice_id=758357&specialization=Gastroenterologist&referrer=doctor_listing,,
hepatitis A,Vijayawada,https://sateeshgastro.org/,,
hepatitis A,Vijayawada,https://remedoapp.com/rweb/doctors/dr-ravi-267?utm_source=gmb&utm_medium=web&utm_campaign=tu,,
hepatitis A,Vijayawada,https://www.manipalhospitals.com/vijayawada/doctors/dr-surendra-jasti-consultant-gastrointestinal-laparoscopic-bariatric-and-general-surgery?utm_source=gmb&utm_medium=surendrajasti,,
Heart attack,Vijayawada,https://g.co/kgs/H8rEeo,,
Heart attack,Vijayawada,https://g.co/kgs/egxX7n,,
Heart attack,Vijayawada,https://g.co/kgs/5Yf8ey,,
Heart attack,Vijayawada,https://g.co/kgs/cRctes,,
Heart attack,Vijayawada,https://g.co/kgs/Mj6zvi,,
Tuberculosis,Vijayawada,https://g.co/kgs/hE9hGe,,
Tuberculosis,Vijayawada,https://g.co/kgs/JRkRaa,,
Tuberculosis,Vijayawada,https://g.co/kgs/BX93CB,,
Tuberculosis,Vijayawada,https://g.co/kgs/c2Y9Xw,,
Common Cold,Vijayawada,https://singarienthospital.com/,,
Common Cold,Vijayawada,http://enthospital.co.in/,,
Common Cold,Vijayawada,http://www.enthospital.co.in/,,
Common Cold,Vijayawada,http://www.vijayawadamultispecialityhospital.com/,,
Pneumonia,Vijayawada,http://www.saipathamchest.com/,,
Pneumonia,Vijayawada,http://www.breathefree.com/,,
Pneumonia,Vijayawada,https://drsindhurilungcare.com/,,
Pneumonia,Vijayawada,https://www.harinihospitals.com/,,
Dimorphic hemmorhoids,Vijayawada,http://ayushpilescure.in/,,
Dimorphic hemmorhoids,Vijayawada,https://akshaya-ayurveda.business.site/?utm_source=gmb&utm_medium=referral,,
Dimorphic hemmorhoids,Vijayawada,https://sri-mahaganesh-piles-clinic.business.site/?utm_source=gmb&utm_medium=referral,,
Dimorphic hemmorhoids,Vijayawada,https://www.pristyncare.com/?utm_source=gmb&utm_medium=organic&utm_campaign=doctor-gmb,,
Varicose veins,Vijayawada,https://www.google.com/aclk?sa=l&ai=DChcSEwjI9dOfxpv3AhXwmWYCHev-BWUYABAAGgJzbQ&sig=AOD64_0f2tAuB3k0uTfQZwwTaf7SZ957GQ&q=&ctype=99&ved=2ahUKEwjr-8yfxpv3AhW9SWwGHR7SAXEQhKwBegQIAhAc&adurl=,,
Varicose veins,Vijayawada,http://www.vascularinstitute.in/,,
Varicose veins,Vijayawada,https://avis-vascular-centre-vijayawada.business.site/?utm_source=gmb&utm_medium=referral,,
Varicose veins,Vijayawada,https://remedoapp.com/doctors/dr-sri-venkata-pavaneswar?utm_source=gmb&utm_medium=web&utm_campaign=tu,,
Hypothyroidism,Vijayawada,https://g.co/kgs/2P24ge,,
Hypothyroidism,Vijayawada,https://g.co/kgs/E33N1g,,
Hypothyroidism,Vijayawada,https://g.co/kgs/9gBpLj,,
Hypothyroidism,Vijayawada,https://g.co/kgs/9kXNaK,,
Hyperthyroidism,Vijayawada,https://g.co/kgs/DWgYp6,,
Hyperthyroidism,Vijayawada,https://g.co/kgs/esY6mG,,
Hyperthyroidism,Vijayawada,https://g.co/kgs/FjjvLP,,
Hyperthyroidism,Vijayawada,https://g.co/kgs/JQQvNL,,
Hypoglycemia,Vijayawada,https://sreeramaneni-sumanth-krishna-diabetes-thyroid.business.site/,,
Hypoglycemia,Vijayawada,https://dsdsc.business.site/,,
Hypoglycemia,Vijayawada,https://vgrdiabetes.in/,,
Hypoglycemia,Vijayawada,http://www.drbhargav.org/,,
Osteoarthristis,Vijayawada,https://sreshta-arthritis-and-rheumatology-clinic.business.site/?utm_source=gmb&utm_medium=referral,,
Osteoarthristis,Vijayawada,http://www.nandanhospitals.com/,,
Osteoarthristis,Vijayawada,https://vgrdiabetes.in/,,
Osteoarthristis,Vijayawada,http://www.drbhargav.org/,,
Arthritis,Vijayawada,https://g.co/kgs/MFYbqi,,
Arthritis,Vijayawada,https://g.co/kgs/WZUv24,,
Arthritis,Vijayawada,https://g.co/kgs/yS6bZp,,
Arthritis,Vijayawada,https://g.co/kgs/yFCL7K,,
Paroymsal  Positional Vertigo,Vijayawada,https://g.co/kgs/XtyyFP,,
Paroymsal  Positional Vertigo,Vijayawada,https://g.co/kgs/gka782,,
Paroymsal  Positional Vertigo,Vijayawada,https://g.co/kgs/K6Ssij,,
Paroymsal  Positional Vertigo,Vijayawada,https://g.co/kgs/vLCekP,,
Acne,Vijayawada,https://g.co/kgs/SxrSXE,,
Acne,Vijayawada,https://g.co/kgs/jQibvC,,
Acne,Vijayawada,https://g.co/kgs/N1rLhT,,
Acne,Vijayawada,https://g.co/kgs/CTQwxm,,
Urinary tract infection,Vijayawada,https://g.co/kgs/zA7LTc,,
Urinary tract infection,Vijayawada,https://g.co/kgs/uceKWQ,,
Urinary tract infection,Vijayawada,https://g.co/kgs/4CJczb,,
Urinary tract infection,Vijayawada,https://g.co/kgs/eUVv24,,
Psoriasis,Vijayawada,https://g.co/kgs/Ytdj4C,,
Psoriasis,Vijayawada,https://g.co/kgs/g1hLrT,,
Psoriasis,Vijayawada,https://g.co/kgs/jTkwpt,,
Psoriasis,Vijayawada,https://g.co/kgs/u34A2x,,
Impetigo,Vijayawada,http://www.skinfirst.in/,,
Impetigo,Vijayawada,https://book-appointment.healthplix.com/dr-neelakanta-rasineni-dermatology-governor-peta-vijayawada,,
Impetigo,Vijayawada,https://dr-sruthi-skin-hair-clinic.business.site/?utm_source=gmb&utm_medium=referral,,
Impetigo,Vijayawada,https://www.scalaclinic.com/,,
Fungal infection,Vizag,https://www.practo.com/visakhapatnam/doctor/dr-sasi-kiran-attili-dermatologist-cosmetologist-1,,
Fungal infection,Vizag,https://drlakshmimanasi.business.site/,,
Fungal infection,Vizag,https://www.olivaclinic.com/vizag/skin-hair-specialists-dwaraka-nagar/?utm_source=BL&utm_medium=Website&utm_campaign=Vizag,,
Fungal infection,Vizag,http://www.visakhaskinclinic.com/,,
Fungal infection,Vizag,http://www.skinshineclinic.com/,,
Allergy,Vizag,http://www.visakhaskinclinic.com/,,
Allergy,Vizag,http://www.sisyp.com/dir/vizag/doctor/drs-chest-physician-doctors/dr-anil-kumar-gandham/,,
Allergy,Vizag,http://www.visakhaskinclinic.com/,,
Allergy,Vizag,https://www.practo.com/visakhapatnam/doctor/dr-sasi-kiran-attili-dermatologist-cosmetologist-1,,
Allergy,Vizag,http://www.asianenthospital.com/,,
GERD,Vizag,http://www.rklivergastrocenter.com/,,
GERD,Vizag,http://www.dravsivaprasad.com/,,
GERD,Vizag,https://www.askapollo.com/doctors/medical-gastroenterologist/visakhapatnam/dr-srinivas-nistala?utm_medium=gmb&utm_source=dr-srinivas-nistala&utm_campaign=organic,,
GERD,Vizag,https://www.askapollo.com/doctors/surgical-gastroenterologist/visakhapatnam/dr-muralidhar-nambada?utm_medium=gmb&utm_source=dr-muralidhar-nambada&utm_campaign=organic,,
GERD,Vizag,https://drsreedevis-gastro-liver-endoscopy-clinic.business.site/?utm_source=gmb&utm_medium=referral,,
Chronic cholestasis,Vizag,http://www.kimshospitals.com/doctor-profile/dr-chalapathirao-a/,,
Chronic cholestasis,Vizag,http://www.rklivergastrocenter.com/,,
Chronic cholestasis,Vizag,https://www.queensnrihospital.com/,,
Chronic cholestasis,Vizag,https://www.visakhapatnamdoctors.com/dr-ch-ragasudha-gynecologist.html,,
Chronic cholestasis,Vizag,https://vizag.apollohospitals.com/apollo-health-city-arilova/,,
Drug Reaction,Vizag,http://www.visakhaskinclinic.com/,,
Drug Reaction,Vizag,https://dr-m-v-e-rama-naidu-happy-clinic.business.site/?utm_source=gmb&utm_medium=referral,,
Drug Reaction,Vizag,https://www.positivehomeopathy.com/ga-homeopathic-consultation/,,
Drug Reaction,Vizag,http://drkutikuppalasuryarao.org/,,
Drug Reaction,Vizag,http://www.asianenthospital.com/,,
Peptic ulcer diseae,Vizag,https://inspire-clinic-anirudh-gastro-and-liver-care-satya.business.site/?utm_source=gmb&utm_medium=referral,,
Peptic ulcer diseae,Vizag,http://www.dravsivaprasad.com/,,
Peptic ulcer diseae,Vizag,https://www.visakhapatnamdoctors.com/dr-g-satyanarayana-gastroenterologist-vizag.html,,
Peptic ulcer diseae,Vizag,http://www.sisyp.com/dir/vizag/doctor/gastroenterologist-laparoscopic-surgeons/dr-g-satyanarayana/,,
Peptic ulcer diseae,Vizag,https://drsreedevis-gastro-liver-endoscopy-clinic.business.site/?utm_source=gmb&utm_medium=referral,,
AIDS,Vizag,http://drkutikuppalasuryarao.org/,,
AIDS,Vizag,http://www.drphanender.com/,,
AIDS,Vizag,http://www.asianenthospital.com/,,
AIDS,Vizag,http://www.gayathrihearing.com/,,
AIDS,Vizag,https://vizag.apollohospitals.com/contact-us/,,
Diabetes,Vizag,https://drmohans.com/diabetes-centre-locations/andhra-pradesh/visakhapatnam/,,
Diabetes,Vizag,http://vdec.meetmydoctor.in/,,
Diabetes,Vizag,https://book-appointment.healthplix.com/dr-mounika-anitha-endocrinologist-visakhaptnam-visakhapatnam,,
Diabetes,Vizag,https://apollosugar.com/campaign/diabetes-management/?utm_source=google&utm_medium=cpc&utm_campaign=Apollo_Sugar_Clinics_GMB,,
Diabetes,Vizag,https://sai-endocrinology-visakhapatnam.business.site/?utm_source=gmb&utm_medium=referral,,
Gastroenteritis,Vizag,http://www.rklivergastrocenter.com/,,
Gastroenteritis,Vizag,http://www.dravsivaprasad.com/,,
Gastroenteritis,Vizag,https://gastrosurgeonbaipalli.com/,,
Gastroenteritis,Vizag,http://www.clds.in/,,
Gastroenteritis,Vizag,http://www.kimshospitals.com/doctor-profile/dr-chalapathirao-a/,,
Bronchial Asthma,Vizag,http://www.sisyp.com/dir/vizag/doctor/drs-chest-physician-doctors/dr-anil-kumar-gandham/,,
Bronchial Asthma,Vizag,http://www.sisyp.com/dir/vizag/doctor/pulmonology/dr-j-v-praveen/,,
Bronchial Asthma,Vizag,https://www.vizagchestinstitute.com/,,
Bronchial Asthma,Vizag,https://medicoverhospitals.in/,,
Bronchial Asthma,Vizag,https://dr-monisha-silla-best-pulmonologist-in-mvp-colony.business.site/?utm_source=gmb&utm_medium=referral,,
Hypertension,Vizag,https://onelife-kidney-blood-pressure-clinic.business.site/,,
Hypertension,Vizag,https://www.askapollo.com/doctors/nephrologist/visakhapatnam/dr-p-satya-vamsheedhar?utm_medium=gmb&utm_source=dr-p-satya-vamsheedhar&utm_campaign=organic,,
Hypertension,Vizag,https://www.medicoverhospitals.in/dr-p-sri-ram-naveen/,,
Hypertension,Vizag,https://book-appointment.healthplix.com/dr-bhaskara-rao--b-consultant-nephrologist---transplant-physician-maharani-peta-visakhapatnam,,
Hypertension,Vizag,http://www.sisyp.com/dir/vizag/doctor/nephrologist/dr-kalyan-chakravarthy/,,
Migraine,Vizag,https://www.askapollo.com/doctors/neurologist/visakhapatnam/dr-rajesh-venkat-indala?utm_medium=gmb&utm_source=dr-rajesh-venkat-indala&utm_campaign=organic,,
Migraine,Vizag,http://medhaclinic.online/,,
Migraine,Vizag,https://bharathi-neuro-centre.business.site/,,
Migraine,Vizag,https://www.askapollo.com/doctors/neurologist/visakhapatnam/dr-m-madhusudhana-babu?utm_medium=gmb&utm_source=dr-m-madhusudhana-babu&utm_campaign=organic,,
Migraine,Vizag,http://www.sisyp.com/dir/vizag/doctor/neurosurgeon/dr-b-hayagriva-rao/,,
Cervical spondylosis,Vizag,http://www.drpvramana.in/,,
Cervical spondylosis,Vizag,https://www.askapollo.com/doctors/orthopaedic-surgeon/visakhapatnam/dr-naveen-palla?utm_medium=gmb&utm_source=dr-naveen-palla&utm_campaign=organic,,
Cervical spondylosis,Vizag,https://jointreplacementsu.wixsite.com/vizag,,
Cervical spondylosis,Vizag,http://www.vizagortho.in/,,
Paralysis,Vizag,https://bharathi-neuro-centre.business.site/,,
Paralysis,Vizag,https://mbhospitals.com/drkvishnuprasad.html,,
Paralysis,Vizag,http://www.drpvramana.in/,,
Paralysis,Vizag,https://www.apollo247.com/doctors/dr-pavan-kumar-rudrabhatla-c1f0a6d5-590a-4f02-a629-a4b57e29e4c8%20https://pavankumarrudrabha.wixsite.com/website-1,,
Paralysis,Vizag,http://mbhospitals.com/,,
Jaundice,Vizag,http://www.rklivergastrocenter.com/,,
Jaundice,Vizag,https://inspire-clinic-anirudh-gastro-and-liver-care-satya.business.site/?utm_source=gmb&utm_medium=referral,,
Malaria,Vizag,https://dr-m-v-e-rama-naidu-happy-clinic.business.site/?utm_source=gmb&utm_medium=referral,,
Malaria,Vizag,http://www.drphanender.com/,,
Malaria,Vizag,https://www.queensnrihospital.com/,,
Malaria,Vizag,http://www.sisyp.com/dir/vizag/doctor/general-laproscopic-surgeon/bhaskaras-clinics/,,
Malaria,Vizag,https://www.medicoverhospitals.in/doctors/dr-k-rama-murty,,
Chicken pox,Vizag,http://www.sisyp.com/dir/vizag/doctor/general-laproscopic-surgeon/bhaskaras-clinics/,,
Chicken pox,Vizag,https://www.apolloclinic.com/clinic-locator/india/andhra-pradesh/vishakapatnam/dwaraka-nagar?utm_source=Google&utm_medium=GoogleMap&utm_campaign=GoogleMapDwarakaNagar,,
Chicken pox,Vizag,http://www.aswiniclinic.com/,,
Chicken pox,Vizag,http://apoorvahospitals.com/contact_us,,
Chicken pox,Vizag,http://www.drphanender.com/,,
Dengue,Vizag,http://www.sisyp.com/dir/vizag/doctor/general-laproscopic-surgeon/bhaskaras-clinics/,,
Dengue,Vizag,https://www.askapollo.com/doctors/general-physician/visakhapatnam/dr-sesha-mohan-debta?utm_medium=gmb&utm_source=dr-sesha-mohan-debta&utm_campaign=organic,,
Dengue,Vizag,https://dr-m-v-e-rama-naidu-happy-clinic.business.site/?utm_source=gmb&utm_medium=referral,,
Dengue,Vizag,http://drmeghanath.co.in/,,
Dengue,Vizag,https://remedoapp.com/rweb/doctors/dr-shiramshetty-srinivas?utm_source=gmb&utm_medium=web&utm_campaign=tu,,
Typhoid,Vizag,https://www.askapollo.com/doctors/general-physician/visakhapatnam/dr-sesha-mohan-debta?utm_medium=gmb&utm_source=dr-sesha-mohan-debta&utm_campaign=organic,,
Typhoid,Vizag,https://dr-m-v-e-rama-naidu-happy-clinic.business.site/?utm_source=gmb&utm_medium=referral,,
Typhoid,Vizag,https://dr-k-hymakar.business.site/,,
Typhoid,Vizag,https://remedoapp.com/rweb/doctors/dr-duvvada-vijaya-babu?utm_source=gmb&utm_medium=web&utm_campaign=tu,,
Typhoid,Vizag,https://remedoapp.com/rweb/doctors/dr-shiramshetty-srinivas?utm_source=gmb&utm_medium=web&utm_campaign=tu,,
hepatitis A,Vizag,https://srisuryagastrolivercentre.business.site/?utm_source=gmb&utm_medium=referral,,
hepatitis A,Vizag,http://www.rklivergastrocenter.com/,,
hepatitis A,Vizag,http://www.dravsivaprasad.com/,,
hepatitis A,Vizag,https://www.askapollo.com/doctors/medical-gastroenterologist/visakhapatnam/dr-srinivas-nistala?utm_medium=gmb&utm_source=dr-srinivas-nistala&utm_campaign=organic,,
Heart attack,Vizag,https://www.askapollo.com/doctors/cardiologist/visakhapatnam/dr-a-suresh?utm_medium=gmb&utm_source=dr-a-suresh&utm_campaign=organic,,
Heart attack,Vizag,http://www.sisyp.com/dir/vizag/doctor/cardiologist/dr-shashanka-chunduri/,,
Heart attack,Vizag,https://www.askapollo.com/doctors/cardiologist/visakhapatnam/dr-dibya-kumar-baruah?utm_medium=gmb&utm_source=dr-dibya-kumar-baruah&utm_campaign=organic,,
Heart attack,Vizag,https://book.healthplix.com/dr-g-ravikumar-cardiologist-visakhapatnam-visakhapatnam,,
Heart attack,Vizag,https://remedoapp.com/rweb/doctors/dr-siva-kumar-darimireddy?utm_source=gmb&utm_medium=web&utm_campaign=tu,,
Tuberculosis,Vizag,http://www.sisyp.com/dir/vizag/doctor/pulmonology/dr-j-v-praveen/,,
Tuberculosis,Vizag,https://bharatchestcare.business.site/,,
Tuberculosis,Vizag,http://www.sisyp.com/dir/vizag/pulmonologist/dr-m-phanindranath-reddy-2/,,
Tuberculosis,Vizag,http://www.sisyp.com/dir/vizag/doctor/dr-konathala-sureendra/,,
Common Cold,Vizag,http://www.asianenthospital.com/,,
Common Cold,Vizag,https://www.askapollo.com/india/city/visakhapatnam?utm_medium=gmb&utm_source=dr-pradeep-kumar-palakonda&utm_campaign=Organic,,
Common Cold,Vizag,https://www.visakhapatnamdoctors.com/dr-pvs-kumar-raja-ent.html,,
Common Cold,Vizag,https://www.askapollo.com/doctors/ent-specialist/visakhapatnam/dr-naveen-kumar-d?utm_medium=gmb&utm_source=dr-naveen-kumar-d&utm_campaign=organic,,
Pneumonia,Vizag,http://www.drphanender.com/,,
Pneumonia,Vizag,http://www.pulmoprem.com/,,
Pneumonia,Vizag,https://www.visakhapatnamdoctors.com/dr-vamsi-krishna-mutnuri.html,,
Pneumonia,Vizag,http://www.sisyp.com/dir/vizag/doctor/drs-chest-physician-doctors/dr-vaddadi-sailendra/,,
Dimorphic hemmorhoids,Vizag,https://sites.google.com/view/khan-piles-hospital-gajuwaka-/home,,
Dimorphic hemmorhoids,Vizag,https://pilesclinic.business.site/,,
Dimorphic hemmorhoids,Vizag,https://visakha-piles-clinic.business.site/,,
Dimorphic hemmorhoids,Vizag,https://colonclinics.in/,,
Varicose veins,Vizag,https://www.google.com/aclk?sa=l&ai=DChcSEwi0v_Dvjp33AhX2yZQJHX-DBioYABAAGgJ5bQ&sig=AOD64_0rvklLjj8m_RepJaTHyLbnVv6FGg&q=&ctype=99&ved=2ahUKEwi_5-bvjp33AhXZl3IEHQk7BO8QhKwBegQIAhAc&adurl=,,
Varicose veins,Vizag,http://drdalai.com/,,
Varicose veins,Vizag,http://endovascularclinic.com/,,
Varicose veins,Vizag,http://www.venkateshwaravascular.org/,,
Hypothyroidism,Vizag,https://www.lybrate.com/visakhapatnam/doctor/dr-a-mythili-endocrinologist,,
Hypothyroidism,Vizag,https://book-appointment.healthplix.com/dr-mounika-anitha-endocrinologist-visakhaptnam-visakhapatnam,,
Hypothyroidism,Vizag,http://vdec.meetmydoctor.in/,,
Hypothyroidism,Vizag,https://dr-k-vamsi-krishna.business.site/?utm_source=gmb&utm_medium=referral,,
Hyperthyroidism,Vizag,https://www.lybrate.com/visakhapatnam/doctor/dr-a-mythili-endocrinologist,,
Hyperthyroidism,Vizag,https://book-appointment.healthplix.com/dr-mounika-anitha-endocrinologist-visakhaptnam-visakhapatnam,,
Hyperthyroidism,Vizag,http://vdec.meetmydoctor.in/,,
Hyperthyroidism,Vizag,https://dr-k-vamsi-krishna.business.site/?utm_source=gmb&utm_medium=referral,,
Hypoglycemia,Vizag,http://vdec.meetmydoctor.in/,,
Hypoglycemia,Vizag,https://book-appointment.healthplix.com/dr-mounika-anitha-endocrinologist-visakhaptnam-visakhapatnam,,
Hypoglycemia,Vizag,https://dr-k-vamsi-krishna.business.site/?utm_source=gmb&utm_medium=referral,,
Hypoglycemia,Vizag,https://drmohans.com/diabetes-centre-locations/andhra-pradesh/visakhapatnam/,,
Osteoarthristis,Vizag,https://www.jointreplacementvizag.com/,,
Osteoarthristis,Vizag,https://www.askapollo.com/india/city/visakhapatnam,,
Osteoarthristis,Vizag,https://www.jointsurgeryspecialist.com/,,
Osteoarthristis,Vizag,http://www.dradims.com/,,
Arthritis,Vizag,https://www.visakhakneeclinic.com/,,
Arthritis,Vizag,http://drmeghanath.co.in/,,
Arthritis,Vizag,https://saswath-neurology-diabetic-centre.business.site/?utm_source=gmb&utm_medium=referral,,
Arthritis,Vizag,http://www.dradims.com/,,
Paroymsal  Positional Vertigo,Vizag,https://www.visakhapatnamdoctors.com/dr-pvs-kumar-raja-ent.html,,
Paroymsal Positional Vertigo,Vizag,https://www.askapollo.com/ent-specialist?utm_medium=gmb&utm_source=Askapollo&utm_campaign=Organic,,
Paroymsal Positional Vertigo,Vizag,http://www.asianenthospital.com/,,
Paroymsal Positional Vertigo,Vizag,http://asianenthospital.com/,,
Acne,Vizag,http://www.visakhaskinclinic.com/,,
Acne,Vizag,http://www.theskinmed.com/,,
Acne,Vizag,https://www.olivaclinic.com/vizag/skin-hair-specialists-dwaraka-nagar/?utm_source=BL&utm_medium=Website&utm_campaign=Vizag,,
Acne,Vizag,http://www.skinshineclinic.com/,,
Urinary tract infection,Vizag,http://www.sisyp.com/dir/vizag/doctor/urologist-laparoscopic-surgeon/hasitha-uro-care/,,
Urinary tract infection,Vizag,https://ainuindia.org/dr-amit/,,
Urinary tract infection,Vizag,http://www.sisyp.com/dir/vizag/doctor/urologists-andrologist/vijaya-krishna-urology-andrology-centre/,,
Urinary tract infection,Vizag,https://www.askapollo.com/doctors/urologist/visakhapatnam/dr-naidu-ch-n?utm_medium=gmb&utm_source=dr-naidu-ch-n&utm_campaign=organic,,
Psoriasis,Vizag,http://www.visakhaskinclinic.com/,,
Psoriasis,Vizag,https://www.practo.com/visakhapatnam/doctor/dr-sasi-kiran-attili-dermatologist-cosmetologist-1,,
Psoriasis,Vizag,http://www.ghtclinic.com/,,
Psoriasis,Vizag,https://www.auraskinclinic.com/,,
Impetigo,Vizag,http://www.visakhaskinclinic.com/,,
Impetigo,Vizag,https://drlakshmimanasi.business.site/,,
Impetigo,Vizag,http://www.ghtclinic.com/,,
Impetigo,Vizag,http://www.skinshineclinic.com/,,
hepatitis C,Hyderabad,https://www.justdial.com/Hyderabad/Dr-Nagarjuna-Yarlagadda-Endoviz-Hospital-Opposite-Lakshmi-Vilas-Bank-Remedy-Hospital-Lane-Kukatpally/040PXX40-XX40-160411084819-D7L2_BZDET?xid=SHlkZXJhYmFkIEhlcGF0aXRpcyBEb2N0b3Jz,,
hepatitis C,Hyderabad,https://www.justdial.com/Hyderabad/Medicover-Hospitals-Madhapur/040PXX40-XX40-150922112530-D2V8_BZDET?xid=SHlkZXJhYmFkIEhlcGF0aXRpcyBEb2N0b3Jz,,
hepatitis C,Hyderabad,https://www.justdial.com/Hyderabad/Dr-Madhu-Varanasi-Super-Speciality-Homeopathy-Clinic-Opposite-More-Super-Market-Lane-Kukatpally/040PXX40-XX40-110214173455-H9L8_BZDET?xid=SHlkZXJhYmFkIEhlcGF0aXRpcyBEb2N0b3Jz,,
hepatitis C,Hyderabad,https://www.justdial.com/Hyderabad/Shine-Gastro-Clinic-Opposite-Prime-Hospital-KPHB-Colony-Kukatpally/040PXX40-XX40-130423143240-Q4W5_BZDET?xid=SHlkZXJhYmFkIEhlcGF0aXRpcyBEb2N0b3Jz,,
hepatitis D,Hyderabad,https://www.justdial.com/Hyderabad/Dr-Nagarjuna-Yarlagadda-Endoviz-Hospital-Opposite-Lakshmi-Vilas-Bank-Remedy-Hospital-Lane-Kukatpally/040PXX40-XX40-160411084819-D7L2_BZDET?xid=SHlkZXJhYmFkIEhlcGF0aXRpcyBEb2N0b3Jz,,
hepatitis D,Hyderabad,https://www.justdial.com/Hyderabad/Medicover-Hospitals-Madhapur/040PXX40-XX40-150922112530-D2V8_BZDET?xid=SHlkZXJhYmFkIEhlcGF0aXRpcyBEb2N0b3Jz,,
hepatitis D,Hyderabad,https://www.justdial.com/Hyderabad/Dr-Madhu-Varanasi-Super-Speciality-Homeopathy-Clinic-Opposite-More-Super-Market-Lane-Kukatpally/040PXX40-XX40-110214173455-H9L8_BZDET?xid=SHlkZXJhYmFkIEhlcGF0aXRpcyBEb2N0b3Jz,,
hepatitis D,Hyderabad,https://www.justdial.com/Hyderabad/Shine-Gastro-Clinic-Opposite-Prime-Hospital-KPHB-Colony-Kukatpally/040PXX40-XX40-130423143240-Q4W5_BZDET?xid=SHlkZXJhYmFkIEhlcGF0aXRpcyBEb2N0b3Jz,,
hepatitis D,Hyderabad,https://www.justdial.com/Hyderabad/Dr-Nagarjuna-Yarlagadda-Endoviz-Hospital-Opposite-Lakshmi-Vilas-Bank-Remedy-Hospital-Lane-Kukatpally/040PXX40-XX40-160411084819-D7L2_BZDET?xid=SHlkZXJhYmFkIEhlcGF0aXRpcyBEb2N0b3Jz,,